Date,Open,High,Low,Close,Adj Close,Volume,Daily Change,
18/05/2006,4.000978,4.104707,3.926886,4.000978,2.353101,8754065,0.00%,
19/05/2006,4.015797,4.060252,3.98616,4.045434,2.379246,6750035,1.11%,
22/05/2006,4.015797,4.060252,3.912068,3.912068,2.300809,8112655,-3.30%,
23/05/2006,3.882431,3.956523,3.882431,3.941705,2.318241,7984470,0.76%,
24/05/2006,3.956523,3.956523,3.852794,3.882431,2.283379,5974495,-1.50%,
25/05/2006,3.912068,3.971342,3.837976,3.971342,2.335671,8549610,2.29%,
26/05/2006,4.000978,4.045434,3.971342,4.045434,2.379246,6310185,1.87%,
29/05/2006,4.045434,4.060252,4.015797,4.030615,2.370531,2070258,-0.37%,
30/05/2006,4.015797,4.060252,4.000978,4.030615,2.370531,7035038,0.00%,
31/05/2006,3.98616,4.030615,3.956523,4.030615,2.370531,5052623,0.00%,
1/06/2006,4.045434,4.045434,3.971342,4.030615,2.370531,3394817,0.00%,
2/06/2006,4.045434,4.075071,4.015797,4.030615,2.370531,12443313,0.00%,
5/06/2006,4.060252,4.060252,3.971342,4.000978,2.353101,4871335,-0.74%,
6/06/2006,3.971342,4.015797,3.956523,4.015797,2.361816,9763922,0.37%,
7/06/2006,4.030615,4.045434,3.98616,4.045434,2.379246,5458462,0.74%,
8/06/2006,3.971342,4.000978,3.941705,3.941705,2.318241,8465621,-2.56%,
9/06/2006,3.971342,3.971342,3.926886,3.971342,2.335671,5052954,0.75%,
12/06/2006,3.971342,3.98616,3.941705,3.971342,2.335671,3538010,0.00%,
13/06/2006,3.926886,3.956523,3.867612,3.897249,2.292094,9436040,-1.87%,
14/06/2006,3.882431,3.897249,3.852794,3.882431,2.283379,4351112,-0.38%,
15/06/2006,3.897249,3.971342,3.852794,3.956523,2.326955,5607074,1.91%,
16/06/2006,3.956523,4.030615,3.941705,3.956523,2.326955,6161903,0.00%,
19/06/2006,3.98616,4.030615,3.956523,4.015797,2.361816,2957241,1.50%,
20/06/2006,4.015797,4.015797,3.971342,4.000978,2.353101,3003075,-0.37%,
21/06/2006,4.015797,4.015797,3.971342,4.015797,2.361816,1642102,0.37%,
22/06/2006,4.030615,4.045434,4.000978,4.030615,2.370531,1842710,0.37%,
23/06/2006,4.030615,4.075071,4.000978,4.015797,2.361816,2629460,-0.37%,
26/06/2006,4.045434,4.045434,4.000978,4.030615,2.370531,2523524,0.37%,
27/06/2006,4.030615,4.045434,4.000978,4.000978,2.353101,3406080,-0.74%,
28/06/2006,4.000978,4.030615,3.971342,4.030615,2.370531,4641757,0.74%,
29/06/2006,4.045434,4.060252,4.015797,4.045434,2.379246,4819366,0.37%,
30/06/2006,4.075071,4.075071,4.030615,4.060252,2.387962,11854850,0.37%,
3/07/2006,4.075071,4.119526,4.045434,4.104707,2.414107,9269558,1.09%,
4/07/2006,4.104707,4.134344,4.075071,4.119526,2.422822,6425460,0.36%,
5/07/2006,4.104707,4.163981,4.089889,4.163981,2.448968,9633139,1.08%,
6/07/2006,4.1788,4.193618,4.134344,4.149163,2.440253,5804220,-0.36%,
7/07/2006,4.149163,4.1788,4.089889,4.119526,2.422822,5796203,-0.71%,
10/07/2006,4.119526,4.149163,4.089889,4.134344,2.431537,3818269,0.36%,
11/07/2006,4.119526,4.134344,4.104707,4.104707,2.414107,4499515,-0.72%,
12/07/2006,4.104707,4.149163,4.104707,4.119526,2.422822,3115665,0.36%,
13/07/2006,4.089889,4.134344,4.030615,4.045434,2.379246,4347380,-1.80%,
14/07/2006,4.015797,4.030615,3.98616,3.98616,2.344386,4690682,-1.47%,
17/07/2006,3.98616,4.000978,3.941705,3.971342,2.335671,4112740,-0.37%,
18/07/2006,3.956523,3.98616,3.941705,3.956523,2.326955,3716983,-0.37%,
19/07/2006,3.956523,4.015797,3.956523,4.000978,2.353101,6607112,1.12%,
20/07/2006,4.000978,4.060252,4.015797,4.015797,2.361816,3887095,0.37%,
21/07/2006,4.015797,4.045434,3.98616,4.000978,2.353101,4070225,-0.37%,
24/07/2006,4.000978,4.104707,4.000978,4.089889,2.405392,3488255,2.22%,
25/07/2006,4.089889,4.119526,4.030615,4.089889,2.405392,5243014,0.00%,
26/07/2006,4.119526,4.119526,4.075071,4.089889,2.405392,11148723,0.00%,
27/07/2006,4.089889,4.119526,4.075071,4.119526,2.422822,3190848,0.72%,
28/07/2006,4.089889,4.134344,4.089889,4.134344,2.431537,3619119,0.36%,
31/07/2006,4.119526,4.134344,4.104707,4.119526,2.422822,7001776,-0.36%,
1/08/2006,4.134344,4.134344,4.089889,4.089889,2.405392,6773526,-0.72%,
2/08/2006,4.119526,4.149163,4.104707,4.104707,2.414107,5232892,0.36%,
3/08/2006,4.104707,4.119526,4.089889,4.104707,2.414107,2734410,0.00%,
4/08/2006,4.119526,4.149163,4.104707,4.149163,2.440253,3423140,1.08%,
7/08/2006,4.119526,4.119526,4.075071,4.089889,2.405392,1985546,-1.43%,
8/08/2006,4.119526,4.134344,4.089889,4.134344,2.431537,2088478,1.09%,
9/08/2006,4.134344,4.163981,4.104707,4.149163,2.440253,3085817,0.36%,
10/08/2006,4.119526,4.119526,4.060252,4.104707,2.414107,2596373,-1.07%,
11/08/2006,4.119526,4.134344,4.089889,4.119526,2.422822,1490993,0.36%,
14/08/2006,4.149163,4.1788,4.119526,4.149163,2.440253,2732122,0.72%,
15/08/2006,4.134344,4.1788,4.134344,4.1788,2.457683,1416302,0.71%,
16/08/2006,4.163981,4.223255,4.149163,4.208437,2.475114,2757577,0.71%,
17/08/2006,4.223255,4.252892,4.193618,4.208437,2.475114,2232090,0.00%,
18/08/2006,4.223255,4.223255,4.1788,4.208437,2.475114,1835388,0.00%,
21/08/2006,4.193618,4.223255,4.193618,4.223255,2.483829,1861653,0.35%,
22/08/2006,4.223255,4.252892,4.208437,4.238073,2.492544,2183313,0.35%,
23/08/2006,4.252892,4.252892,4.208437,4.208437,2.475114,3349772,-0.70%,
24/08/2006,4.208437,4.252892,4.208437,4.238073,2.492544,1963546,0.70%,
25/08/2006,4.238073,4.252892,4.223255,4.238073,2.492544,1234461,0.00%,
28/08/2006,4.252892,4.252892,4.223255,4.252892,2.501259,1984925,0.35%,
29/08/2006,4.238073,4.282529,4.238073,4.252892,2.501259,2301315,0.00%,
30/08/2006,4.252892,4.26771,4.223255,4.252892,2.501259,6459532,0.00%,
31/08/2006,4.252892,4.252892,4.208437,4.223255,2.483829,3210479,-0.70%,
1/09/2006,4.238073,4.26771,4.238073,4.252892,2.501259,1857698,0.70%,
4/09/2006,4.26771,4.282529,4.252892,4.282529,2.51869,1891386,0.70%,
5/09/2006,4.26771,4.282529,4.252892,4.26771,2.509974,1732348,-0.35%,
6/09/2006,4.26771,4.26771,4.193618,4.193618,2.466398,4346260,-1.74%,
7/09/2006,4.193618,4.193618,4.104707,4.1788,2.457683,7154214,-0.35%,
8/09/2006,4.1788,4.193618,4.149163,4.163981,2.448968,2892922,-0.35%,
11/09/2006,4.134344,4.1788,4.134344,4.1788,2.457683,1701116,0.36%,
12/09/2006,4.163981,4.208437,4.163981,4.208437,2.475114,1677936,0.71%,
13/09/2006,4.223255,4.223255,4.163981,4.193618,2.466398,3638857,-0.35%,
14/09/2006,4.193618,4.223255,4.1788,4.193618,2.466398,2730118,0.00%,
15/09/2006,4.193618,4.26771,4.193618,4.252892,2.501259,8628721,1.41%,
18/09/2006,4.238073,4.297347,4.223255,4.26771,2.509974,6134687,0.35%,
19/09/2006,4.26771,4.26771,4.223255,4.238073,2.492544,2590502,-0.69%,
20/09/2006,4.223255,4.282529,4.223255,4.282529,2.51869,16890394,1.05%,
21/09/2006,4.26771,4.282529,4.252892,4.26771,2.509974,3330856,-0.35%,
22/09/2006,4.238073,4.26771,4.223255,4.252892,2.501259,3969736,-0.35%,
25/09/2006,4.252892,4.26771,4.193618,4.223255,2.483829,5685355,-0.70%,
26/09/2006,4.223255,4.238073,4.193618,4.208437,2.475114,5379108,-0.35%,
27/09/2006,4.193618,4.208437,4.149163,4.193618,2.466398,8553740,-0.35%,
28/09/2006,4.193618,4.208437,4.163981,4.193618,2.466398,8051933,0.00%,
29/09/2006,4.193618,4.208437,4.163981,4.193618,2.466398,32806489,0.00%,
2/10/2006,4.208437,4.223255,4.193618,4.223255,2.483829,4024073,0.71%,
3/10/2006,4.223255,4.223255,4.193618,4.208437,2.475114,2352777,-0.35%,
4/10/2006,4.238073,4.252892,4.208437,4.252892,2.501259,4976684,1.06%,
5/10/2006,4.252892,4.26771,4.238073,4.26771,2.509974,6907791,0.35%,
6/10/2006,4.26771,4.356621,4.252892,4.326984,2.544834,10866022,1.39%,
9/10/2006,4.326984,4.371439,4.326984,4.371439,2.570981,6057722,1.03%,
10/10/2006,4.386258,4.386258,4.341803,4.371439,2.570981,6545655,0.00%,
11/10/2006,4.371439,4.401076,4.341803,4.386258,2.579696,2959326,0.34%,
12/10/2006,4.371439,4.401076,4.356621,4.401076,2.588411,1591712,0.34%,
13/10/2006,4.401076,4.445532,4.386258,4.430713,2.605841,3965160,0.67%,
16/10/2006,4.430713,4.430713,4.386258,4.430713,2.605841,6514322,0.00%,
17/10/2006,4.430713,4.445532,4.312166,4.341803,2.55355,6932295,-2.01%,
18/10/2006,4.341803,4.475168,4.341803,4.415895,2.597126,7174500,1.71%,
19/10/2006,4.401076,4.475168,4.386258,4.46035,2.623272,6906563,1.01%,
20/10/2006,4.46035,4.504805,4.445532,4.504805,2.649417,4736530,1.00%,
23/10/2006,4.504805,4.549261,4.504805,4.549261,2.675563,5648091,0.99%,
24/10/2006,4.549261,4.549261,4.504805,4.534442,2.666848,4695838,-0.33%,
25/10/2006,4.534442,4.549261,4.489987,4.504805,2.649417,4664411,-0.65%,
26/10/2006,4.504805,4.549261,4.504805,4.534442,2.666848,7729720,0.66%,
27/10/2006,4.549261,4.608534,4.549261,4.593716,2.701709,14001109,1.31%,
30/10/2006,4.578898,4.578898,4.534442,4.578898,2.692994,5392537,-0.32%,
31/10/2006,4.564079,4.593716,4.564079,4.593716,2.701709,5975028,0.32%,
1/11/2006,4.593716,4.682627,4.593716,4.608534,2.710423,15064756,0.32%,
2/11/2006,4.534442,4.549261,4.489987,4.504805,2.682189,7280820,-1.04%,
3/11/2006,4.519624,4.519624,4.475168,4.489987,2.673367,5269873,-0.33%,
6/11/2006,4.519624,4.549261,4.504805,4.534442,2.699836,5409908,0.99%,
7/11/2006,4.564079,4.578898,4.549261,4.578898,2.726305,23295447,0.98%,
8/11/2006,4.578898,4.578898,4.534442,4.549261,2.70866,12609066,-0.65%,
9/11/2006,4.549261,4.578898,4.504805,4.504805,2.682189,12178170,-0.98%,
10/11/2006,4.489987,4.519624,4.445532,4.46035,2.655721,11641960,-0.99%,
13/11/2006,4.46035,4.475168,4.445532,4.445532,2.646898,13026364,-0.33%,
14/11/2006,4.445532,4.46035,4.415895,4.445532,2.646898,5955086,0.00%,
15/11/2006,4.46035,4.475168,4.430713,4.475168,2.664543,4428333,0.67%,
16/11/2006,4.475168,4.504805,4.46035,4.489987,2.673367,3341674,0.33%,
17/11/2006,4.504805,4.519624,4.489987,4.489987,2.673367,2989423,0.00%,
20/11/2006,4.489987,4.504805,4.46035,4.504805,2.682189,3279818,0.33%,
21/11/2006,4.489987,4.519624,4.489987,4.489987,2.673367,3858287,-0.33%,
22/11/2006,4.489987,4.519624,4.489987,4.489987,2.673367,4100674,0.00%,
23/11/2006,4.504805,4.534442,4.489987,4.504805,2.682189,2633731,0.33%,
24/11/2006,4.504805,4.504805,4.445532,4.475168,2.664543,3994948,-0.66%,
27/11/2006,4.475168,4.489987,4.430713,4.430713,2.638075,5108985,-0.99%,
28/11/2006,4.430713,4.430713,4.371439,4.415895,2.629252,8895558,-0.33%,
29/11/2006,4.415895,4.489987,4.415895,4.489987,2.673367,5561172,1.68%,
30/11/2006,4.504805,4.519624,4.445532,4.445532,2.646898,5139751,-0.99%,
1/12/2006,4.489987,4.489987,4.415895,4.415895,2.629252,6826359,-0.67%,
4/12/2006,4.415895,4.475168,4.415895,4.475168,2.664543,4598108,1.34%,
5/12/2006,4.489987,4.534442,4.46035,4.534442,2.699836,6132602,1.32%,
6/12/2006,4.534442,4.534442,4.519624,4.534442,2.699836,2660786,0.00%,
7/12/2006,4.519624,4.593716,4.519624,4.549261,2.70866,4003376,0.33%,
8/12/2006,4.549261,4.593716,4.549261,4.593716,2.735128,2925348,0.98%,
11/12/2006,4.519624,4.638171,4.519624,4.638171,2.761597,7725563,0.97%,
12/12/2006,4.638171,4.682627,4.623353,4.682627,2.788066,6298523,0.96%,
13/12/2006,4.682627,4.727082,4.667808,4.727082,2.814535,5526425,0.95%,
14/12/2006,4.7419,4.7419,4.712264,4.7419,2.823358,4958747,0.31%,
15/12/2006,4.7419,4.815993,4.727082,4.801174,2.85865,15192388,1.25%,
18/12/2006,4.786356,4.830811,4.771537,4.830811,2.876295,12138382,0.62%,
19/12/2006,4.815993,4.845629,4.786356,4.815993,2.867473,6849425,-0.31%,
20/12/2006,4.830811,4.890085,4.830811,4.860448,2.893942,5784448,0.92%,
21/12/2006,4.875266,4.890085,4.845629,4.860448,2.893942,29378118,0.00%,
22/12/2006,4.860448,4.964177,4.860448,4.904903,2.920411,176319838,0.91%,
27/12/2006,4.890085,5.038269,4.890085,5.038269,2.999818,10846148,2.72%,
28/12/2006,5.008632,5.053088,4.993814,5.023451,2.990995,121433859,-0.29%,
29/12/2006,5.038269,5.067906,5.008632,5.023451,2.990995,31681066,0.00%,
1/01/2007,5.023451,5.023451,5.023451,5.023451,2.990995,0,0.00%,
2/01/2007,5.023451,5.21609,4.993814,5.12718,3.052756,8785661,2.06%,
3/01/2007,5.141998,5.21609,5.141998,5.186454,3.088048,14267203,1.16%,
4/01/2007,5.186454,5.186454,5.156817,5.186454,3.088048,11509618,0.00%,
5/01/2007,5.186454,5.201272,5.156817,5.201272,3.096871,7980428,0.29%,
8/01/2007,5.201272,5.275364,5.201272,5.245727,3.12334,5846215,0.85%,
9/01/2007,5.260546,5.334638,5.260546,5.275364,3.140986,4316290,0.56%,
10/01/2007,5.260546,5.275364,5.171635,5.201272,3.096871,6324997,-1.40%,
11/01/2007,5.21609,5.260546,5.186454,5.245727,3.12334,3730824,0.85%,
12/01/2007,5.230909,5.334638,5.230909,5.31982,3.167455,8033321,1.41%,
15/01/2007,5.31982,5.40873,5.31982,5.364275,3.193923,4945250,0.84%,
16/01/2007,5.364275,5.379093,5.305001,5.31982,3.167455,3163727,-0.83%,
17/01/2007,5.334638,5.364275,5.31982,5.334638,3.176278,4089168,0.28%,
18/01/2007,5.334638,5.349456,5.275364,5.305001,3.158632,11321677,-0.56%,
19/01/2007,5.275364,5.334638,5.245727,5.334638,3.176278,6755461,0.56%,
22/01/2007,5.334638,5.393912,5.305001,5.305001,3.158632,7209274,-0.56%,
23/01/2007,5.290183,5.334638,5.290183,5.31982,3.167455,3766543,0.28%,
24/01/2007,5.305001,5.364275,5.305001,5.334638,3.176278,7789301,0.28%,
25/01/2007,5.334638,5.334638,5.290183,5.305001,3.158632,7484741,-0.56%,
26/01/2007,5.305001,5.305001,5.260546,5.275364,3.140986,8785121,-0.56%,
29/01/2007,5.275364,5.290183,5.245727,5.275364,3.140986,6145451,0.00%,
30/01/2007,5.275364,5.275364,5.230909,5.245727,3.12334,6179840,-0.56%,
31/01/2007,5.260546,5.260546,5.21609,5.230909,3.114517,5365787,-0.28%,
1/02/2007,5.260546,5.305001,5.245727,5.275364,3.140986,6022901,0.85%,
2/02/2007,5.245727,5.305001,5.245727,5.305001,3.158632,4086928,0.56%,
5/02/2007,5.290183,5.305001,5.275364,5.305001,3.158632,2450898,0.00%,
6/02/2007,5.31982,5.334638,5.305001,5.31982,3.167455,2384313,0.28%,
7/02/2007,5.334638,5.334638,5.245727,5.334638,3.176278,4778330,0.28%,
8/02/2007,5.334638,5.334638,5.290183,5.290183,3.149809,4102874,-0.83%,
9/02/2007,5.305001,5.334638,5.290183,5.290183,3.149809,3487445,0.00%,
12/02/2007,5.275364,5.290183,5.245727,5.260546,3.132163,3055895,-0.56%,
13/02/2007,5.290183,5.305001,5.260546,5.290183,3.149809,5010729,0.56%,
14/02/2007,5.290183,5.31982,5.275364,5.31982,3.167455,4075435,0.56%,
15/02/2007,5.305001,5.334638,5.290183,5.31982,3.167455,4050480,0.00%,
16/02/2007,5.31982,5.364275,5.305001,5.349456,3.1851,8867329,0.56%,
19/02/2007,5.379093,5.482822,5.364275,5.468004,3.255685,9483298,2.22%,
20/02/2007,5.482822,5.527278,5.438367,5.527278,3.290977,8797977,1.08%,
21/02/2007,5.542096,5.631007,5.482822,5.497641,3.27333,17288114,-0.54%,
22/02/2007,5.527278,5.556915,5.482822,5.482822,3.264507,9264983,-0.27%,
23/02/2007,5.527278,5.542096,5.438367,5.468004,3.255685,5671771,-0.27%,
26/02/2007,5.497641,5.542096,5.482822,5.497641,3.27333,6070072,0.54%,
27/02/2007,5.468004,5.468004,5.260546,5.31982,3.167455,13084723,-3.23%,
28/02/2007,5.230909,5.290183,5.21609,5.245727,3.12334,16715288,-1.39%,
1/03/2007,5.245727,5.31982,5.112361,5.186454,3.088048,17246342,-1.13%,
2/03/2007,5.186454,5.275364,5.186454,5.21609,3.105694,11752168,0.57%,
5/03/2007,5.21609,5.21609,5.038269,5.141998,3.061579,14672826,-1.42%,
6/03/2007,5.141998,5.275364,5.141998,5.186454,3.088048,11430325,0.86%,
7/03/2007,5.201272,5.245727,5.171635,5.186454,3.088048,9008464,0.00%,
8/03/2007,5.186454,5.21609,5.186454,5.201272,3.096871,37911844,0.29%,
9/03/2007,5.21609,5.245727,5.201272,5.230909,3.114517,16865506,0.57%,
12/03/2007,5.245727,5.290183,5.186454,5.21609,3.105694,7239878,-0.28%,
13/03/2007,5.21609,5.260546,5.156817,5.156817,3.070403,6871404,-1.14%,
14/03/2007,5.082725,5.097543,5.053088,5.053088,3.008641,10290327,-2.01%,
15/03/2007,5.097543,5.141998,5.053088,5.141998,3.061579,22276021,1.76%,
16/03/2007,5.141998,5.21609,5.12718,5.201272,3.096871,18777502,1.15%,
19/03/2007,5.201272,5.290183,5.201272,5.275364,3.140986,30416635,1.42%,
20/03/2007,5.275364,5.31982,5.230909,5.275364,3.140986,39843133,0.00%,
21/03/2007,5.290183,5.349456,5.275364,5.31982,3.167455,106624966,0.84%,
22/03/2007,5.40873,5.468004,5.364275,5.393912,3.21157,8659959,1.39%,
23/03/2007,5.379093,5.379093,5.334638,5.364275,3.193923,10325708,-0.55%,
26/03/2007,5.364275,5.364275,5.305001,5.334638,3.176278,13672336,-0.55%,
27/03/2007,5.334638,5.349456,5.275364,5.290183,3.149809,11520085,-0.83%,
28/03/2007,5.275364,5.305001,5.245727,5.260546,3.132163,11969026,-0.56%,
29/03/2007,5.31982,5.31982,5.245727,5.260546,3.132163,7716554,0.00%,
30/03/2007,5.290183,5.31982,5.260546,5.290183,3.149809,13244612,0.56%,
2/04/2007,5.260546,5.275364,5.21609,5.230909,3.154277,10019590,0.14%,
3/04/2007,5.245727,5.290183,5.230909,5.290183,3.19002,9465125,1.13%,
4/04/2007,5.290183,5.290183,5.230909,5.245727,3.163213,7494628,-0.84%,
5/04/2007,5.260546,5.260546,5.230909,5.245727,3.163213,1919986,0.00%,
10/04/2007,5.245727,5.290183,5.21609,5.260546,3.172148,7872967,0.28%,
11/04/2007,5.245727,5.290183,5.245727,5.290183,3.19002,6685690,0.56%,
12/04/2007,5.275364,5.290183,5.21609,5.245727,3.163213,6676694,-0.84%,
13/04/2007,5.245727,5.275364,5.230909,5.245727,3.163213,2397998,0.00%,
16/04/2007,5.275364,5.275364,5.260546,5.260546,3.172148,6658440,0.28%,
17/04/2007,5.260546,5.290183,5.230909,5.245727,3.163213,6625609,-0.28%,
18/04/2007,5.245727,5.260546,5.171635,5.201272,3.136406,14327661,-0.85%,
19/04/2007,5.201272,5.201272,5.141998,5.201272,3.136406,7831384,0.00%,
20/04/2007,5.171635,5.260546,5.171635,5.230909,3.154277,10502522,0.57%,
23/04/2007,5.230909,5.245727,5.171635,5.186454,3.12747,5171758,-0.85%,
24/04/2007,5.186454,5.186454,4.815993,4.93454,2.975564,26177559,-4.86%,
25/04/2007,4.93454,5.008632,4.904903,4.949359,2.9845,17583793,0.30%,
26/04/2007,5.038269,5.038269,4.919722,4.949359,2.9845,12304493,0.00%,
27/04/2007,4.949359,5.023451,4.904903,4.949359,2.9845,10858578,0.00%,
30/04/2007,4.949359,4.978995,4.919722,4.949359,2.9845,7445540,0.00%,
2/05/2007,4.949359,4.978995,4.93454,4.964177,2.993436,4664539,0.30%,
3/05/2007,4.964177,4.978995,4.875266,4.904903,2.957693,11495771,-1.19%,
4/05/2007,4.919722,4.964177,4.904903,4.964177,2.993436,8988145,1.21%,
7/05/2007,5.061979,5.109398,4.943431,5.085688,3.066707,6642424,2.45%,
8/05/2007,5.097543,5.115325,4.996778,5.026414,3.030964,7343036,-1.17%,
9/05/2007,5.026414,5.097543,4.984923,5.032342,3.034539,6612858,0.12%,
10/05/2007,5.061979,5.299074,4.984923,5.032342,3.034539,153775751,0.00%,
11/05/2007,5.032342,5.156817,5.008632,5.10347,3.07743,12060586,1.41%,
14/05/2007,5.133107,5.150889,5.044197,5.050124,3.045263,4482214,-1.05%,
15/05/2007,5.044197,5.109398,5.038269,5.079761,3.063134,6476086,0.59%,
16/05/2007,5.085688,5.115325,5.056051,5.091616,3.070282,7663149,0.23%,
17/05/2007,5.085688,5.186454,5.061979,5.162744,3.113173,8667067,1.40%,
18/05/2007,5.204236,5.204236,5.121252,5.180526,3.123896,11589740,0.34%,
21/05/2007,5.192381,5.198308,5.133107,5.156817,3.109599,9116630,-0.46%,
22/05/2007,5.156817,5.180526,5.097543,5.115325,3.084579,5342122,-0.80%,
23/05/2007,5.115325,5.192381,5.115325,5.186454,3.12747,4726652,1.39%,
24/05/2007,5.186454,5.186454,5.091616,5.10347,3.07743,6842093,-1.60%,
25/05/2007,5.085688,5.121252,5.056051,5.097543,3.073855,7490562,-0.12%,
28/05/2007,5.109398,5.121252,5.079761,5.10347,3.07743,1055330,0.12%,
29/05/2007,5.10347,5.115325,5.061979,5.079761,3.063134,69487232,-0.46%,
30/05/2007,5.038269,5.073833,5.020487,5.044197,3.041688,4694223,-0.70%,
31/05/2007,5.044197,5.10347,5.044197,5.091616,3.070282,5624444,0.94%,
1/06/2007,5.115325,5.115325,5.061979,5.079761,3.063134,6248898,-0.23%,
4/06/2007,5.085688,5.085688,5.008632,5.026414,3.030964,3964438,-1.05%,
5/06/2007,5.109172,5.133332,5.054818,5.078978,3.062661,5155232,1.05%,
6/06/2007,5.01456,5.01456,4.818956,4.824884,2.909441,15721791,-5.00%,
7/06/2007,4.884157,4.884157,4.747828,4.76561,2.873698,16037207,-1.23%,
8/06/2007,4.76561,4.836738,4.688554,4.824884,2.909441,14048517,1.24%,
11/06/2007,4.891762,4.952156,4.891762,4.921956,2.967976,5874099,2.01%,
12/06/2007,4.801174,4.854521,4.76561,4.842666,2.920163,9162163,-1.61%,
13/06/2007,4.897802,5.012544,4.879682,4.97631,3.000751,9339376,2.76%,
14/06/2007,4.807102,4.961213,4.807102,4.919722,2.966628,7188315,-1.14%,
15/06/2007,4.919722,4.949359,4.872303,4.907867,2.959479,8173434,-0.24%,
18/06/2007,4.907867,4.907867,4.807102,4.836738,2.916589,7812817,-1.45%,
19/06/2007,4.854521,4.890085,4.818956,4.860448,2.930886,9758036,0.49%,
20/06/2007,4.87823,4.890085,4.824884,4.848593,2.923738,4323957,-0.24%,
21/06/2007,4.801174,4.860448,4.759683,4.789319,2.887995,7402565,-1.22%,
22/06/2007,4.783392,4.807102,4.735973,4.777465,2.880847,8163203,-0.25%,
25/06/2007,4.724118,4.801174,4.670772,4.801174,2.895143,13409840,0.50%,
26/06/2007,4.759683,4.801174,4.730046,4.759683,2.870124,5422122,-0.86%,
27/06/2007,4.7419,4.753755,4.694481,4.747828,2.862975,9558676,-0.25%,
28/06/2007,4.801174,4.813029,4.735973,4.777465,2.880847,8439923,0.62%,
29/06/2007,4.795247,4.860448,4.747828,4.830811,2.913015,37047512,1.12%,
2/07/2007,4.801174,4.836738,4.783392,4.801174,2.895143,5680029,-0.61%,
3/07/2007,4.801174,4.884157,4.801174,4.824884,2.909441,12949574,0.49%,
4/07/2007,4.813029,4.87823,4.813029,4.860448,2.930886,6163145,0.74%,
5/07/2007,4.860448,4.890085,4.830811,4.866375,2.93446,4767065,0.12%,
6/07/2007,4.860448,4.90194,4.848593,4.872303,2.938035,6893847,0.12%,
9/07/2007,4.90194,4.919722,4.854521,4.872303,2.938035,7428875,0.00%,
10/07/2007,4.860448,4.884157,4.753755,4.771537,2.877272,7846497,-2.07%,
11/07/2007,4.753755,4.795247,4.718191,4.747828,2.862975,6411590,-0.50%,
12/07/2007,4.753755,4.771537,4.730046,4.753755,2.86655,33455329,0.12%,
13/07/2007,4.777465,4.789319,4.747828,4.753755,2.86655,5438212,0.00%,
16/07/2007,4.753755,4.777465,4.753755,4.771537,2.877272,5777276,0.37%,
17/07/2007,4.76561,4.813029,4.747828,4.789319,2.887995,6591503,0.37%,
18/07/2007,4.76561,4.801174,4.735973,4.747828,2.862975,5916634,-0.87%,
19/07/2007,4.759683,4.813029,4.7419,4.76561,2.873698,8763925,0.37%,
20/07/2007,4.771537,4.783392,4.694481,4.700409,2.834382,5336373,-1.37%,
23/07/2007,4.712264,4.7419,4.700409,4.7419,2.859401,6997576,0.88%,
24/07/2007,4.735973,4.753755,4.700409,4.706336,2.837955,5957011,-0.75%,
25/07/2007,4.694481,4.7419,4.682627,4.718191,2.845104,6566642,0.25%,
26/07/2007,4.735973,4.7419,4.641135,4.641135,2.798639,7064231,-1.63%,
27/07/2007,4.617425,4.670772,4.581861,4.647062,2.802213,8609558,0.13%,
30/07/2007,4.647062,4.664845,4.581861,4.62928,2.79149,7288008,-0.38%,
31/07/2007,4.62928,4.735973,4.611498,4.712264,2.84153,9052541,1.79%,
1/08/2007,4.712264,4.724118,4.599643,4.635208,2.795064,8329710,-1.64%,
2/08/2007,4.635208,4.7419,4.635208,4.65299,2.805787,4010113,0.38%,
3/08/2007,4.658917,4.682627,4.617425,4.623353,2.787916,4658764,-0.64%,
6/08/2007,4.570006,4.65299,4.570006,4.623353,2.787916,4047505,0.00%,
7/08/2007,4.647062,4.706336,4.623353,4.641135,2.798639,4710143,0.38%,
8/08/2007,4.647062,4.706336,4.647062,4.688554,2.827233,8491725,1.02%,
9/08/2007,4.676699,4.676699,4.570006,4.62928,2.79149,11210678,-1.26%,
10/08/2007,4.62928,4.62928,4.392185,4.492951,2.709282,11954478,-2.94%,
13/08/2007,4.498878,4.558152,4.457386,4.552224,2.745025,4772838,1.32%,
14/08/2007,4.528515,4.546297,4.451459,4.463314,2.691411,5998966,-1.95%,
15/08/2007,4.457386,4.481096,4.386258,4.433677,2.67354,4390953,-0.66%,
16/08/2007,4.338839,4.38033,4.255856,4.261783,2.569887,8387567,-3.88%,
17/08/2007,4.232146,4.433677,4.220291,4.374403,2.637798,12239845,2.64%,
20/08/2007,4.374403,4.439604,4.368476,4.433677,2.67354,5044565,1.35%,
21/08/2007,4.445532,4.445532,4.368476,4.409967,2.659243,3946473,-0.53%,
22/08/2007,4.421822,4.439604,4.38033,4.398113,2.652095,6206252,-0.27%,
23/08/2007,4.409967,4.427749,4.332911,4.338839,2.616352,4215156,-1.35%,
24/08/2007,4.321057,4.350694,4.279565,4.321057,2.605629,2800652,-0.41%,
27/08/2007,4.338839,4.338839,4.279565,4.279565,2.580609,4453641,-0.96%,
28/08/2007,4.273638,4.285492,4.220291,4.238073,2.555589,7705406,-0.97%,
